SampleID;Index;OlinkID;UniProt;Assay;MissingFreq;Panel;Panel_Lot_Nr;PlateID;QC_Warning;LOD;NPX;Normalization;Assay_Warning;Sample_Type;ExploreVersion
CONTROL_SAMPLE_P1_B12;24;OID30217;Q99807;COQ7;0;Cardiometabolic_II;B13805;P1;PASS;-3.7567;-2.7504;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20651;O75077;ADAM23;0;Inflammation;B04403;P1;PASS;-8.7594;-0.8303;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30611;P40197;GP5;0;Inflammation_II;B13803;P1;PASS;-4.3123;1.3044;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21390;Q9Y336;SIGLEC9;0;Oncology;B04404;P1;PASS;-7.1845;-0.8355;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20859;Q9Y2V2;CARHSP1;0;Neurology;B04406;P1;PASS;-5.8702;-3.8417;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31409;Q765P7;MTSS2;0;Oncology_II;B13804;P1;PASS;-9.168;-7.9307;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31297;O15211;RGL2;0.125;Oncology_II;B13804;P1;PASS;-4.8698;-5.2005;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20074;P01375;TNF;0;Cardiometabolic;B04405;P1;PASS;-2.9388;-1.6776;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31014;P29536;LMOD1;0;Neurology_II;B13806;P1;PASS;-6.4977;-3.4919;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30213;Q13316;DMP1;0;Cardiometabolic_II;B13805;P1;PASS;-5.0538;1.0892;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20581;Q9UKX5;ITGA11;0;Inflammation;B04403;P1;PASS;-5.1368;-1.1791;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21155;P19438;TNFRSF1A;0;Neurology;B04406;P1;PASS;-8.5709;-2.0017;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20825;Q9H1C3;GLT8D2;0.7955;Neurology;B04406;P1;PASS;-2.9787;-3.7152;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31211;Q03111;MLLT1;0.3068;Oncology_II;B13804;P1;PASS;-5.4358;-5.6048;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30154;Q7Z7H5;TMED4;0.8977;Cardiometabolic_II;B13805;P1;PASS;-3.5705;-5.0746;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30618;Q9BXJ0;C1QTNF5;0;Inflammation_II;B13803;P1;PASS;-3.121;1.1684;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20321;O00584;RNASET2;0;Cardiometabolic;B04405;P1;PASS;-7.1088;-0.5406;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31387;Q92485;SMPDL3B;0.3636;Oncology_II;B13804;P1;PASS;-7.1959;-7.1743;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20471;Q14435;GALNT3;0;Inflammation;B04403;P1;PASS;-5.6109;-3.6218;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30261;Q9NYZ4;SIGLEC8;0;Cardiometabolic_II;B13805;P1;PASS;-6.6494;-0.1433;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20207;P42830;CXCL5;0;Cardiometabolic;B04405;P1;PASS;-6.4395;-2.6708;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20375;Q96H15;TIMD4;0;Cardiometabolic;B04405;P1;PASS;-7.2027;-0.576;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20268;P09619;PDGFRB;0;Cardiometabolic;B04405;P1;WARN;-6.4382;-1.8247;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30412;Q9UQP3;TNN;0;Cardiometabolic_II;B13805;P1;WARN;-7.0958;-4.4551;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21355;Q8NEZ2;VPS37A;0;Oncology;B04404;P1;PASS;-4.9394;-2.7375;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20814;Q6P1M0;SLC27A4;0;Neurology;B04406;P1;PASS;-6.4219;-4.6961;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30804;Q9NY72;SCN3B;0.875;Neurology_II;B13806;P1;PASS;-2.918;-3.3479;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31432;P43632;KIR2DS4;0;Oncology_II;B13804;P1;PASS;-7.4045;-3.3035;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20903;P14868;DARS1;0;Neurology;B04406;P1;PASS;-4.9146;-2.6447;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21092;Q9P232;CNTN3;0;Neurology;B04406;P1;PASS;-7.4955;-2.3238;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31097;P0CG30;GSTT2B;0;Neurology_II;B13806;P1;PASS;-5.9686;-1.5385;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20711;Q99685;MGLL;0;Inflammation;B04403;P1;PASS;-7.0912;-2.704;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20309;P20160;AZU1;0;Cardiometabolic;B04405;P1;PASS;-3.7404;-0.0783;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30736;Q16610;ECM1;0;Inflammation_II;B13803;P1;PASS;-7.094;-2.4343;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30910;P48775;TDO2;0.2841;Neurology_II;B13806;P1;PASS;-3.57;-2.9948;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20159;P16112;ACAN;0;Cardiometabolic;B04405;P1;PASS;-4.6551;-0.234;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30228;Q9BY49;PECR;0.5341;Cardiometabolic_II;B13805;P1;PASS;-1.617;-1.6342;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21173;A4D1B5;GSAP;0;Oncology;B04404;P1;PASS;-0.7234;-0.1102;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21011;P15151;PVR;0;Neurology;B04406;P1;PASS;-8.9093;-3.6217;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21029;Q10589;BST2;0;Neurology;B04406;P1;PASS;-7.1068;-4.1891;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21219;O43752;STX6;0.0682;Oncology;B04404;P1;PASS;-4.8472;-4.7273;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21191;Q9NS15;LTBP3;0;Oncology;B04404;P1;PASS;-5.3958;-2.3396;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31157;P40313;CTRL;0;Neurology_II;B13806;P1;PASS;-9.4496;-2.7184;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20574;P13725;OSM;0;Inflammation;B04403;P1;PASS;-7.4688;-1.4533;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21352;P23515;OMG;0;Oncology;B04404;P1;PASS;-4.6739;-1.6881;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31358;P21695;GPD1;0;Oncology_II;B13804;P1;PASS;-7.4262;-3.5709;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31419;P13051;UNG;0;Oncology_II;B13804;P1;PASS;-8.3189;-7.9398;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20471;Q14435;GALNT3;0;Inflammation;B04403;P1;PASS;-5.6109;-3.1025;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20250;Q01638;IL1RL1;0;Cardiometabolic;B04405;P1;PASS;-5.9593;-1.1882;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30748;Q15848;ADIPOQ;0;Inflammation_II;B13803;P1;PASS;-6.6709;-3.6033;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31522;Q9NPJ3;ACOT13;0.0455;Oncology_II;B13804;P1;WARN;-7.4699;-7.5088;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20395;P55774;CCL18;0;Cardiometabolic;B04405;P1;PASS;-8.755;-0.401;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30819;Q96P66;GPR101;0.0682;Neurology_II;B13806;P1;PASS;-3.7783;-2.7007;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30980;Q8WWM7;ATXN2L;0.7841;Neurology_II;B13806;P1;PASS;-4.1974;-4.2358;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21157;O76061;STC2;0;Neurology;B04406;P1;PASS;-8.7449;-1.3423;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31011;Q96A00;PPP1R14A;0.1023;Neurology_II;B13806;P1;PASS;-7.6874;-6.2738;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21527;P26842;CD27;0;Oncology;B04404;P1;PASS;-7.7977;-3.3427;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30364;P07288;KLK3;0;Cardiometabolic_II;B13805;P1;PASS;-6.5521;-5.6215;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20837;Q9Y6E0;STK24;0.4886;Neurology;B04406;P1;PASS;-4.8391;-5.6831;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21268;O14713;ITGB1BP1;0;Oncology;B04404;P1;PASS;-7.0502;-4.492;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30261;Q9NYZ4;SIGLEC8;0;Cardiometabolic_II;B13805;P1;WARN;-6.6494;-0.2683;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20871;P07196;NEFL;0;Neurology;B04406;P1;PASS;-6.3596;-4.3354;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30883;Q8N8R5;C2orf69;0.6477;Neurology_II;B13806;P1;PASS;-4.1333;-4.6358;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31125;P47813;EIF1AX;0.5909;Neurology_II;B13806;P1;PASS;-4.7748;-4.6992;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20116;Q9BWV1;BOC;0;Cardiometabolic;B04405;P1;WARN;-5.0755;0.4793;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20896;O95994;AGR2;0;Neurology;B04406;P1;PASS;-10.4333;-6.146;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30202;Q8WXC3;PYDC1;0.1477;Cardiometabolic_II;B13805;P1;PASS;-1.7312;-1.133;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30894;Q9P2M7;CGN;0.0909;Neurology_II;B13806;P1;PASS;-4.1194;-3.188;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20537;Q96LC7;SIGLEC10;0;Inflammation;B04403;P1;PASS;-4.3153;-0.0357;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30103;Q10587;TEF;0;Cardiometabolic_II;B13805;P1;PASS;-4.2567;-2.4627;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30786;P01011;SERPINA3;0;Inflammation_II;B13803;P1;PASS;-1.315;0.2681;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30302;Q8NDI1;EHBP1;0;Cardiometabolic_II;B13805;P1;PASS;-6.7941;-5.2473;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20981;O14763;TNFRSF10B;0;Neurology;B04406;P1;PASS;-5.4652;-0.0588;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31195;Q9UQE7;SMC3;0.2159;Oncology_II;B13804;P1;PASS;-4.8357;-5.1623;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31138;P11137;MAP2;0.4432;Neurology_II;B13806;P1;PASS;-3.4285;-3.4167;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21192;P39748;FEN1;0;Oncology;B04404;P1;PASS;-3.8552;-3.4036;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20618;P68106;FKBP1B;1;Inflammation;B04403;P1;PASS;-3.8356;-4.9665;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30107;Q86UW2;SLC51B;0;Cardiometabolic_II;B13805;P1;PASS;-4.323;-2.2947;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20233;Q92520;FAM3C;0;Cardiometabolic;B04405;P1;PASS;-5.8157;1.3712;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31499;Q9UIM3;FKBPL;0.0114;Oncology_II;B13804;P1;PASS;-6.1144;-4.7927;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20870;Q15633;TARBP2;0.2841;Neurology;B04406;P1;PASS;-4.692;-4.561;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20816;P13385;TDGF1;0;Neurology;B04406;P1;PASS;-5.6001;-1.8016;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30740;P0DOY2;IGLC2;0.0114;Inflammation_II;B13803;P1;PASS;-2.2646;-1.5198;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20424;P05412;JUN;0.2273;Inflammation;B04403;P1;PASS;-3.9464;-3.0709;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30885;Q6P9F5;TRIM40;0.2955;Neurology_II;B13806;P1;PASS;-6.1665;-6.9616;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30958;P60763;RAC3;0.1591;Neurology_II;B13806;P1;PASS;-3.85;-3.7739;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30223;P11532;DMD;0;Cardiometabolic_II;B13805;P1;PASS;-3.9007;-2.5558;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31005;A8MVW0;FAM171A2;0;Neurology_II;B13806;P1;PASS;-7.3154;-3.7396;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20318;Q14393;GAS6;0;Cardiometabolic;B04405;P1;PASS;-9.3196;0.4198;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30986;O60662;KLHL41;0;Neurology_II;B13806;P1;PASS;-7.4796;-6.4226;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30539;Q96PL5;ERMAP;0;Inflammation_II;B13803;P1;PASS;-6.7386;-2.9393;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30777;P05155;SERPING1;0;Inflammation_II;B13803;P1;PASS;-4.2084;-2.1198;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20954;P48740;MASP1;0;Neurology;B04406;P1;PASS;-2.2864;-0.2657;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30929;P54105;CLNS1A;0.4545;Neurology_II;B13806;P1;PASS;-4.6131;-3.6907;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20433;O95379;TNFAIP8;0.6136;Inflammation;B04403;P1;PASS;-4.8882;-4.6318;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20674;O15444;CCL25;0;Inflammation;B04403;P1;PASS;-10.9365;-2.0194;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20076;P51161;FABP6;0;Cardiometabolic;B04405;P1;PASS;-3.2313;-2.1156;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31327;P51948;MNAT1;0.0909;Oncology_II;B13804;P1;PASS;-4.7656;-4.4678;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30524;P24666;ACP1;0.5227;Inflammation_II;B13803;P1;PASS;-3.7571;-4.0868;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20094;Q9H5Y7;SLITRK6;0;Cardiometabolic;B04405;P1;PASS;-5.4744;-2.3448;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21165;Q8IWL2;SFTPA1;0.0114;Oncology;B04404;P1;PASS;-4.5259;-4.5678;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21256;P35637;FUS;0.0114;Oncology;B04404;P1;PASS;-3.3098;-2.7739;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30175;Q14807;KIF22;0;Cardiometabolic_II;B13805;P1;PASS;-6.3673;-4.8224;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30123;P38935;IGHMBP2;0.5795;Cardiometabolic_II;B13805;P1;PASS;-4.1981;-4.5996;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20372;P08709;F7;0;Cardiometabolic;B04405;P1;PASS;-7.9783;-1.523;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21363;P25685;DNAJB1;0;Oncology;B04404;P1;PASS;-5.136;-3.2627;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20597;Q9HCM2;PLXNA4;0;Inflammation;B04403;P1;PASS;-8.6395;-2.8055;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21420;P20472;PVALB;0;Oncology;B04404;P1;PASS;-9.2116;-5.7589;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30085;P21817;RYR1;0.0795;Cardiometabolic_II;B13805;P1;PASS;-3.8632;-2.566;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20768;P36941;LTBR;0;Inflammation;B04403;P1;PASS;-9.6652;-0.9742;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31017;Q9H6Q3;SLA2;0.1477;Neurology_II;B13806;P1;PASS;-7.315;-7.2891;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20069;Q9Y2B0;CNPY2;0;Cardiometabolic;B04405;P1;PASS;-3.8125;-3.2842;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30591;Q9BUH6;PAXX;0;Inflammation_II;B13803;P1;PASS;-4.232;0.5434;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30752;P14151;SELL;0;Inflammation_II;B13803;P1;PASS;-2.749;-0.3702;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31414;O95166;GABARAP;0.0455;Oncology_II;B13804;P1;PASS;-8.8675;-7.8959;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30845;Q5T871;LELP1;0;Neurology_II;B13806;P1;WARN;-5.5305;-4.4417;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21386;Q9NTU7;CBLN4;0;Oncology;B04404;P1;PASS;-6.4937;-1.4624;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30172;P20382;PMCH;0;Cardiometabolic_II;B13805;P1;WARN;-3.6137;-0.5925;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21412;O43827;ANGPTL7;0;Oncology;B04404;P1;PASS;-5.48;-1.0145;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20500;P09874;PARP1;0;Inflammation;B04403;P1;PASS;-2.8081;-1.3661;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20983;P01258;CALCA;0;Neurology;B04406;P1;PASS;-6.0084;0.3934;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30558;Q14160;SCRIB;0;Inflammation_II;B13803;P1;PASS;-6.7204;-4.1203;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21228;Q6EIG7;CLEC6A;0;Oncology;B04404;P1;PASS;-5.2314;-2.5327;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31283;O14879;IFIT3;0.0682;Oncology_II;B13804;P1;PASS;-4.0975;-2.9818;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31069;Q16625;OCLN;0;Neurology_II;B13806;P1;PASS;-9.9627;-6.351;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21209;Q96NB1;CEP20;0;Oncology;B04404;P1;PASS;-5.1557;-4.0312;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21183;Q9NRA1;PDGFC;0;Oncology;B04404;P1;PASS;-3.1219;-1.5819;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30993;O60469;DSCAM;0;Neurology_II;B13806;P1;PASS;-7.648;-5.7016;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31246;Q9NZQ9;TMOD4;0.8977;Oncology_II;B13804;P1;PASS;-4.1907;-4.5705;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30726;P35542;SAA4;0.1705;Inflammation_II;B13803;P1;PASS;-2.6897;-3.0484;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30516;Q15465;SHH;0.8523;Inflammation_II;B13803;P1;PASS;-4.7801;-5.4649;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31379;O95433;AHSA1;0.0909;Oncology_II;B13804;P1;PASS;-6.8449;-6.6253;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31107;Q03014;HHEX;0;Neurology_II;B13806;P1;PASS;-9.3233;-4.3823;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20984;Q8N474;SFRP1;0;Neurology;B04406;P1;PASS;-5.2425;0.6389;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30596;Q9H939;PSTPIP2;0;Inflammation_II;B13803;P1;PASS;-4.8138;-1.7255;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21291;Q9UKR3;KLK13;0;Oncology;B04404;P1;PASS;-4.714;0.838;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30826;P25440;BRD2;0;Neurology_II;B13806;P1;PASS;-2.4711;-1.198;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21107;P22105;TNXB;0;Neurology;B04406;P1;PASS;-7.4531;-1.1997;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20177;Q9Y5K6;CD2AP;0;Cardiometabolic;B04405;P1;PASS;-5.8995;-2.8016;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30838;A6NGG8;PCARE;0;Neurology_II;B13806;P1;PASS;-4.6939;-3.5299;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21214;Q9P0V8;SLAMF8;0;Oncology;B04404;P1;PASS;-4.5206;-1.4743;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20863;P29475;NOS1;0;Neurology;B04406;P1;PASS;-6.6609;-3.2326;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21412;O43827;ANGPTL7;0;Oncology;B04404;P1;PASS;-5.48;-0.8861;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20839;P30039;PBLD;0;Neurology;B04406;P1;PASS;-3.6844;-2.8667;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21236;Q9BUE0;MED18;0.125;Oncology;B04404;P1;PASS;-3.8288;-3.7628;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20276;P07858;CTSB;0;Cardiometabolic;B04405;P1;PASS;-4.5946;0.3128;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30567;P11234;RALB;0.8977;Inflammation_II;B13803;P1;PASS;-3.9053;-4.7881;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31308;Q6UY09;CEACAM20;0;Oncology_II;B13804;P1;PASS;-6.2232;-4.5274;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30676;Q6UXB8;PI16;0;Inflammation_II;B13803;P1;PASS;-4.9318;-3.9324;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20910;Q16740;CLPP;0.0114;Neurology;B04406;P1;PASS;-2.3479;-1.8753;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30319;P53674;CRYBB1;0;Cardiometabolic_II;B13805;P1;PASS;-6.7441;-3.6297;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20554;Q9NZN5;ARHGEF12;0.9773;Inflammation;B04403;P1;PASS;-2.0353;-2.3566;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20575;P28845;HSD11B1;0;Inflammation;B04403;P1;WARN;-4.2144;-0.3206;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20208;P02462;COL4A1;0;Cardiometabolic;B04405;P1;PASS;-5.7744;1.0324;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30653;Q92619;ARHGAP45;0.125;Inflammation_II;B13803;P1;PASS;-2.457;-1.9265;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31000;Q9UQ16;DNM3;0.0568;Neurology_II;B13806;P1;PASS;-6.7321;-6.2093;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30646;P22455;FGFR4;0;Inflammation_II;B13803;P1;PASS;-4.5829;2.2056;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30644;Q9NRS6;SNX15;0;Inflammation_II;B13803;P1;PASS;-5.9073;-4.4605;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21313;Q9UK85;DKKL1;0;Oncology;B04404;P1;PASS;-3.5031;0.1478;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30714;P06396;GSN;0;Inflammation_II;B13803;P1;PASS;-6.1749;-1.34;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30391;Q96NZ9;PRAP1;0;Cardiometabolic_II;B13805;P1;PASS;-5.3183;-1.7932;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31028;Q9H6H4;REEP4;0.9432;Neurology_II;B13806;P1;PASS;-4.771;-4.8259;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31507;Q8TF64;GIPC3;0.0114;Oncology_II;B13804;P1;PASS;-7.1035;-5.8907;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20067;Q96N03;VSTM2L;0;Cardiometabolic;B04405;P1;PASS;-3.924;-2.8433;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20339;P13987;CD59;0;Cardiometabolic;B04405;P1;PASS;-6.418;1.5169;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30967;P20916;MAG;0.0114;Neurology_II;B13806;P1;PASS;-6.2436;-5.4304;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31204;P31689;DNAJA1;0.0227;Oncology_II;B13804;P1;PASS;-5.1667;-3.9216;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30072;P04141;CSF2;0;Cardiometabolic_II;B13805;P1;PASS;-4.7596;-3.3263;Plate control;PASS;CONTROL;0.0.0
